,Country Name,Year,Country Code,solar_twh,wind_twh,hydro_twh,nuclear_twh,biogeo_twh,electbyfuel_gas,electbyfuel_coal,electbyfuel_oil,electbyfuel_other,elect_twh,CO2 Emissions (kt),GDP (current US$),Population
470,Mexico,1998,MEX,0.007,0.015,24.59294444,9.265,6.138586032,30.0223251,18.68767928,92.33252289,-0.0019376,181.0591201,365142.4,526499723362.144,94767284.0
471,Mexico,1999,MEX,0.007,0.017,32.71232,10.002,6.060001313,32.90516984,18.60842618,89.6631417,0.0035216,189.9785806,355178.3,600233031001.064,96334810.0
472,Mexico,2000,MEX,0.007,0.019,33.07488,8.221,6.358645108,40.30958665,19.05485185,96.579594,0.0035034,203.628061,379176.0,707909864021.779,97873442.0
473,Mexico,2001,MEX,0.008,0.018,28.43533,8.726,6.247497045,50.86083492,23.172,92.74216508,0.002315,210.212142,378830.6,756702925694.04,99394288.0
474,Mexico,2002,MEX,0.008,0.021,24.86159,9.74662112,6.071060368,69.6006703,26.098,79.3153297,0.0,215.7222715,386004.6,772109710670.873,100917081.0
475,Mexico,2003,MEX,0.008,0.019,19.852205,10.50150777,6.949712539,80.58321194,30.898,70.80378806,5.287658205,224.9030835,404692.2,729335024013.225,102429341.0
476,Mexico,2004,MEX,0.009,0.02,25.17639361,9.193935356,7.261834336,92.3728353,23.798,73.9331647,3.631392719,235.396556,414102.0,782242912348.371,103945813.0
477,Mexico,2005,MEX,0.009,0.019,27.70944556,10.80490604,8.13751914,86.48043165,32.81,72.68556835,9.314880296,247.970751,432187.4,877476892365.264,105442402.0
478,Mexico,2006,MEX,0.01,0.045,30.44647472,10.86624109,7.48738685,116.0574766,31.737,53.83852342,5.736857821,256.2249605,448302.8,975383402912.585,106886790.0
479,Mexico,2007,MEX,0.009,0.248,27.33967417,10.42072502,8.249912841,128.785543,31.566,51.541457,5.089224016,263.249536,457121.0,1052697085016.35,108302973.0
480,Mexico,2008,MEX,0.019,0.255,39.22390917,9.80397628,7.896158096,131.273,21.343,52.876,6.609704451,269.299748,459548.1,1109987401386.38,109684489.0
481,Mexico,2009,MEX,0.027,0.596352778,26.72200556,10.5010789,7.547069263,138.156,29.442,48.777,5.985076496,267.753583,448372.5,900047015737.995,111049428.0
482,Mexico,2010,MEX,0.031,1.239111111,37.15799056,5.879240639,7.446049653,143.7507877,32.387,43.76321233,3.913010484,275.5674024,462869.5,1057800597973.65,112532401.0
483,Mexico,2011,MEX,0.041,1.648321389,36.27041917,10.08919503,7.366924462,151.71118,33.78163,48.83265,2.401921858,292.1432419,478403.5,1180487226406.78,114150481.0
484,Mexico,2012,MEX,0.069,3.688310278,31.91068806,8.769598816,6.760935214,153.6447593,34.233,55.7332008,1.586461358,296.3959538,486454.2,1201093787127.42,115755909.0
485,Mexico,2013,MEX,0.106,4.184543889,28.02132194,11.79986961,7.322260778,165.49863,31.73757,47.68046999,0.767182597,297.1178488,475737.5,1274443916251.64,117290686.0
486,Mexico,2014,MEX,0.221,6.426196667,38.89276889,9.677208057,7.136634289,174.0394238,33.77846,32.48865622,0.655484783,303.3158327,462240.1,1315356131262.48,118755887.0
487,Mexico,2015,MEX,0.2021975,8.745094722,30.89154056,11.57713787,7.63215399,186.3122194,33.76356,31.22581853,-8.01053e-05,310.3496425,471632.6,1171870072962.76,120149897.0
488,Mexico,2016,MEX,0.252276111,10.37809472,30.69735306,10.56717425,7.609291411,191.964504,34.44943,33.52271,0.0,319.4408336,476394.6,1078493059306.95,121519221.0
489,Mexico,2017,MEX,1.186506111,10.61978167,31.84765583,10.88286175,8.123817313,196.698642,30.86101,38.86508,0.0,329.0853547,474498.5,1158912015259.01,122839258.0
490,Mexico,2018,MEX,3.21171,12.43525,32.48555556,13.55487745,7.365318157,215.511688,29.03443,35.70006,0.0,349.2988892,444898.4,1222405556421.13,124013861.0
491,Mexico,2019,MEX,9.96432,16.72691,23.60805557,11.18983001,7.214698253,208.3995287,32.68185,34.79453,0.0,344.5797225,451828.8,1269009571610.76,125085311.0
492,Mexico,2020,MEX,15.83562,19.70289,26.93524197,11.1779347,6.929078158,193.7915297,18.906002,32.44841072,0.0,325.7267072,383131.4,1090514966785.91,125998302.0
493,Netherlands,1990,NLD,0.0,0.056,0.085,3.502,0.67,36.529,27.499,3.064,0.487,71.892,151520.7,318330511920.61,14951510.0
494,Netherlands,1991,NLD,0.0,0.088,0.104,3.329,0.75,41.015,25.242,3.304,0.45,74.282,157266.8,327500327675.625,15069798.0
495,Netherlands,1992,NLD,0.001,0.147,0.12,3.8,0.752,43.462,25.216,3.155,0.578,77.231,156009.7,362962872180.451,15184166.0
496,Netherlands,1993,NLD,0.001,0.174,0.092,3.948,0.863,44.121,24.248,3.026,0.519,76.992,160137.2,353550169672.52,15290368.0
497,Netherlands,1994,NLD,1e-05,0.238,0.1,3.967,0.939,43.541,27.007,3.331,0.55399,79.677,159604.1,379130260322.073,15382838.0
498,Netherlands,1995,NLD,0.001,0.317,0.088,4.018,1.017,42.011,30.022,2.814,0.775,81.063,164106.4,452301674444.139,15459006.0
499,Netherlands,1996,NLD,0.002,0.437,0.08,4.16,1.316,47.075,28.453,2.824,0.887,85.234,173623.4,450490196078.431,15530498.0
500,Netherlands,1997,NLD,0.002,0.475,0.092,2.408,1.463,50.661,27.362,2.823,1.373,86.659,166310.9,416812740004.518,15610650.0
501,Netherlands,1998,NLD,0.0035,0.64,0.11231,3.809091,1.590281,52.126126,29.576,3.013,1.135965,92.006273,166734.4,438008220395.468,15707209.0
502,Netherlands,1999,NLD,0.00527,0.645,0.090249,3.828213,1.788338,52.581516,25.068,2.781,0.829718,87.617304,161446.1,447049523049.808,15812088.0
503,Netherlands,2000,NLD,0.00771,0.829,0.142393,3.919208,2.013194,52.492704,27.114,2.641,1.021368,90.180577,162096.7,417479337444.707,15925513.0
504,Netherlands,2001,NLD,0.01306,0.825,0.117324,3.972571,2.358034,54.408072,28.521,2.646,1.211365,94.072426,167116.1,431586852369.686,16046180.0
505,Netherlands,2002,NLD,0.01704,0.946,0.109636,3.91354,2.906752,55.132205,28.988,2.363,0.706719,95.082892,167429.4,473861980070.981,16148929.0
506,Netherlands,2003,NLD,0.03074,1.318,0.072023,4.017989,2.547534,56.172989,29.742,2.493,1.74603,98.140305,170362.8,580070360701.96,16225302.0
507,Netherlands,2004,NLD,0.03314,1.867,0.095732,3.822018,3.324906,60.498005,28.135,2.431,1.937997,102.144798,172116.5,658380081545.175,16281779.0
508,Netherlands,2005,NLD,0.034199,2.067,0.088,3.997456,5.276719,58.207785,26.928,2.262,1.907551,100.76871,167926.0,685348181515.953,16319868.0
509,Netherlands,2006,NLD,0.035223,2.734,0.105199,3.469439,5.194,57.075274,26.508,2.095,1.618486,98.834621,163702.7,733955269898.823,16346101.0
510,Netherlands,2007,NLD,0.035712,3.437,0.107,4.200313,4.026282,60.888077,28.466,2.219,1.784777,105.164161,164550.6,848558887541.179,16381696.0
511,Netherlands,2008,NLD,0.038889,4.258333,0.1,4.168889,5.082893,64.563171,26.814,2.065,1.111603,108.202778,165221.9,951869997864.062,16445593.0
512,Netherlands,2009,NLD,0.044444,4.583333,0.097222,4.248333,6.111,68.494439,26.607,1.487,1.830007,113.502778,160488.3,871518638049.218,16530388.0
513,Netherlands,2010,NLD,0.059444,3.993056,0.104167,3.969167,7.058056,73.577778,25.8,1.253,2.324221,118.138889,171110.5,847380859016.688,16615394.0
514,Netherlands,2011,NLD,0.100344,5.100171,0.057,4.140775,7.083559,67.946072,24.738,1.406,2.394014,112.965935,158768.0,905270626332.693,16693074.0
515,Netherlands,2012,NLD,0.253753,4.981829,0.104388,3.91471,7.203605,54.057456,27.313,1.059,3.617785,102.505526,157473.4,838923319919.531,16754962.0
516,Netherlands,2013,NLD,0.5159,5.627148,0.114312,2.890859,5.954,54.028719,27.539,1.203,3.002398,100.875336,157090.2,877172824534.519,16804432.0
517,Netherlands,2014,NLD,0.784762,5.797334,0.111925,4.091306,5.013182,50.991982,32.42,1.906,2.30136,103.417851,149793.4,892167986713.708,16865008.0
518,Netherlands,2015,NLD,1.10852,7.549858,0.0927,4.078041,4.93874,45.763055,42.24679,1.313656,3.119571,110.210931,157376.0,765572770634.375,16939923.0
519,Netherlands,2016,NLD,1.601808,8.170446,0.100079,3.960278,4.906025,52.514415,39.463916,1.267537,3.172986,115.15749,158499.3,784060430240.101,17030314.0
520,Netherlands,2017,NLD,2.204346,10.568801,0.060757,3.402478,4.600986,57.769952,34.035308,1.17912,3.369972,117.19172,155710.9,833869641687.068,17131296.0
521,Netherlands,2018,NLD,3.707792,10.548511,0.072348,3.51477,4.575986,57.526925,30.289546,1.279355,2.74898,114.264213,151382.3,914043438179.591,17231624.0
522,Netherlands,2019,NLD,5.399406,11.457694,0.074182,3.909748,5.814345,70.654796,20.075782,1.411247,2.558189,121.355389,145939.237,910194347568.61,17344874.0
523,Netherlands,2020,NLD,8.56831,15.277726,0.046066,4.087363,8.847526,72.550653,10.085878,1.339428,2.483993,123.286943,130315.1,909793466661.466,17441500.0
524,Poland,1990,POL,0.0,0.0,1.417,0.0,0.055,0.125,131.045,1.57,2.099,136.311,350214.6,65977748210.5263,38110782.0
525,Poland,1991,POL,0.0,0.0,1.425,0.0,0.083,0.107,129.23,1.528,2.341,134.714,351624.9,85500934319.1735,38246193.0
526,Poland,1992,POL,0.0,0.0,1.507,0.0,0.111,0.1,127.199,1.457,2.376,132.75,343368.4,94337047232.8866,38363667.0
527,Poland,1993,POL,0.0,0.0,1.488,0.0,0.061,0.097,128.257,1.572,2.392,133.867,344016.4,96043157272.862,38461408.0
528,Poland,1994,POL,0.0,0.0,1.733,0.0,0.051,0.147,129.371,1.686,2.359,135.347,339752.2,110803635287.621,38542652.0
529,Poland,1995,POL,0.0,0.001,1.887,0.0,0.067,0.258,133.009,1.523,2.261,139.006,340003.8,142293761469.151,38594998.0
530,Poland,1996,POL,0.0,0.0,1.931,0.0,0.133,0.323,136.764,1.772,2.25,143.173,355320.2,160193242090.427,38624370.0
531,Poland,1997,POL,0.0,0.002,1.961,0.0,0.169,0.215,136.253,1.901,2.289,142.79,344627.0,159358194732.094,38649660.0
532,Poland,1998,POL,0.0,0.004,2.309,0.0,0.22,0.313,135.993,1.902,2.048,142.789,318414.1,174685791563.561,38663481.0
533,Poland,1999,POL,0.0,0.004,2.155,0.0,0.193,0.62,135.108,1.891,2.157,142.128,308978.1,170030647848.034,38660271.0
534,Poland,2000,POL,0.0,0.005,2.106,0.0,0.221,0.928,137.921,1.916,2.087,145.184,295774.4,172220451786.957,38258629.0
535,Poland,2001,POL,0.0,0.014,2.325,0.0,0.444,1.358,137.107,2.398,1.97,145.616,293627.4,190905493539.168,38248076.0
536,Poland,2002,POL,0.0,0.061,2.279,0.0,0.427,2.198,135.005,2.376,1.78,144.126,287320.3,199070432431.108,38230364.0
537,Poland,2003,POL,0.0,0.124,1.671,0.0,0.455,2.425,142.848,2.456,1.652,151.631,297730.8,217828661056.935,38204570.0
538,Poland,2004,POL,0.0,0.142,2.082,0.0,0.8504,3.225,143.2456,2.914,1.7,154.159,301854.0,255107275407.423,38182222.0
539,Poland,2005,POL,0.0,0.135,2.201,0.0,1.5108,5.165,143.4932,2.757,1.674,156.936,301353.0,306145913284.466,38165445.0
540,Poland,2006,POL,0.0,0.256,2.042,0.0,1.9928,4.58,148.8792,2.908,1.084,161.742,314093.0,344626630395.377,38141267.0
541,Poland,2007,POL,0.0,0.522,2.352,0.0,2.5555,4.483,145.9615,2.794,0.68,159.348,313375.4,429020755432.721,38120560.0
542,Poland,2008,POL,0.0,0.837,2.153,0.0,3.617,4.679,140.612,2.726,0.6814,155.3054,308325.3,533599853342.51,38125759.0
543,Poland,2009,POL,0.0,1.077,2.375,0.0,5.2263,4.787,134.873,2.723,0.6587,151.72,297260.3,439731636116.949,38151603.0
544,Poland,2010,POL,0.0,1.664,2.92,0.0,6.3045,4.798,138.383,2.892,0.6965,157.658,313739.1,475696613935.595,38042794.0
545,Poland,2011,POL,0.0002,3.205,2.332,0.0,7.6008,5.821,141.571,2.453,0.565,163.548,310593.6,524374222547.901,38063255.0
546,Poland,2012,POL,0.0011,4.747,2.037,0.0,10.0943,6.26,136.416,2.045,0.5386,162.139,303351.4,495230574356.743,38063164.0
547,Poland,2013,POL,0.0015,6.004,2.439,0.0,8.6221,5.27,139.758,1.782,0.6804,164.557,298304.4,515762008468.811,38040196.0
548,Poland,2014,POL,0.007,7.678,2.183,0.0,9.977,5.328,131.551,1.594,0.74,159.058,285730.0,539080532037.142,38011735.0
549,Poland,2015,POL,0.057,10.858,1.832,0.0,9.739,5.973,132.962,2.118,1.405,164.944,289077.4,477111287969.227,37986412.0
550,Poland,2016,POL,0.124,12.588,2.139,0.0,7.957,7.831,132.933,2.302,0.76,166.634,299802.4,470024559638.496,37970087.0
551,Poland,2017,POL,0.165,14.909,2.56,0.0,6.488,10.035,133.438657,2.021,0.848343,170.465,312769.9,524641206562.004,37974826.0
552,Poland,2018,POL,0.3,12.799,1.97,0.0,6.548,12.634,133.007579,1.8,0.980421,170.039,311754.9,588779850763.487,37974750.0
553,Poland,2019,POL,0.710673,15.106759,1.954,0.0,7.682984,14.797395,120.451509,1.769015,1.516166,163.988501,294948.3,596058473058.766,37965475.0
554,Poland,2020,POL,1.957916,15.800049,2.117988,0.0,7.541595,17.287546,109.370082,1.749987,1.31521,157.140373,279223.8,599442783603.187,37899070.0
555,Russian Federation,1990,RUS,0.0,0.0,166.8456082,118.3250156,0.065,511.6158394,156.8547435,128.4937933,0.0,1082.2,2163533.1,516814274021.956,147969407.0
556,Russian Federation,1991,RUS,0.0,0.0,168.094,119.9838,0.065,501.3111227,154.7359446,123.9734327,0.0,1068.1633,2136444.3,517962962962.963,148394216.0
557,Russian Federation,1992,RUS,0.0,0.0,172.594,119.626,0.063,460.1874299,154.1113929,100.0520816,1.816095573,1008.45,2030810.7,460290556900.726,148538197.0
558,Russian Federation,1993,RUS,0.0,0.0,174.289,119.186,0.06,429.1681672,148.3915511,82.88559581,2.60668593,956.587,1880244.5,435083713850.837,148458777.0
559,Russian Federation,1994,RUS,0.0,0.0,175.926,97.82,0.061,363.742314,162.4847328,73.27043956,2.609513559,875.914,1685046.3,395077301248.464,148407912.0
560,Russian Federation,1995,RUS,0.0,0.0,176.2552,99.532,0.059,353.5442161,160.2959586,67.79186578,2.548759493,860.027,1635484.8,395537185734.854,148375787.0
561,Russian Federation,1996,RUS,0.0,0.0,154.309,109.026,0.057,364.1110815,160.6306059,56.50787869,2.541433877,847.183,1601176.5,391724890744.498,148160129.0
562,Russian Federation,1997,RUS,0.0,0.0,157.434,108.498,0.057,356.8675577,157.0224044,51.79229111,2.459746787,834.131,1489506.5,404928954191.876,147915361.0
563,Russian Federation,1998,RUS,0.0,0.0,158.497,103.719,0.058,346.503752,162.9726926,52.94331031,2.464245121,827.158,1487965.0,270955486862.442,147670784.0
564,Russian Federation,1999,RUS,0.0,0.0,160.492,121.874,0.058,358.6336371,161.3412866,40.90207266,2.924003633,846.225,1523721.3,195907128350.934,147214776.0
565,Russian Federation,2000,RUS,0.0,0.0019,164.076,130.715,0.0791,370.372,175.615,33.091,3.814,877.764,1563845.6,259710142196.943,146596869.0
566,Russian Federation,2001,RUS,0.0,0.0031,173.899,136.935,0.1141,376.7438697,168.7729416,30.01998962,4.795999016,891.284,1567172.0,306602070620.5,145976482.0
567,Russian Federation,2002,RUS,0.0,0.0062,162.174,141.629,0.1733,384.7725951,170.3586605,27.4150374,4.757206914,891.286,1565334.4,345470494417.863,145306497.0
568,Russian Federation,2003,RUS,0.0,0.0086,155.67,150.342,0.3658,406.8199657,172.2362346,27.11913071,3.724269033,916.286,1609996.7,430347420194.66,144648618.0
569,Russian Federation,2004,RUS,0.0,0.007,175.677,144.707,0.4498,422.5592378,160.8545319,23.91891926,3.726511016,931.9,1600978.5,591016690742.798,144067316.0
570,Russian Federation,2005,RUS,0.0,0.0068,172.611,149.446,0.4513,440.0667401,165.7352456,21.25445263,4.528461658,954.1,1611982.1,764015982495.676,143518814.0
571,Russian Federation,2006,RUS,0.0,0.0052,173.285,156.436,0.5057,455.2484208,177.7725347,24.2368722,4.610272362,992.1,1654851.0,989932059220.667,143049637.0
572,Russian Federation,2007,RUS,0.0,0.0066,177.045,160.0575,0.4845,489.1374689,170.7222052,17.31984792,3.92687794,1018.7,1658148.6,1299703459799.96,142805114.0
573,Russian Federation,2008,RUS,0.0,0.0052,164.78,163.0839,0.4889,494.4408052,196.6395548,16.09504186,4.466598204,1040.0,1655191.1,1660848058303.11,142742366.0
574,Russian Federation,2009,RUS,0.0,0.0038,174.199,163.5825,0.4974,469.8293998,164.3903053,16.04816882,4.549426104,993.1,1546666.4,1222645887209.32,142785349.0
575,Russian Federation,2010,RUS,0.0,0.004186,166.4837,170.4147,0.536914,520.5337682,166.0955215,9.3120853,4.651825081,1038.0327,1617827.5,1524916698232.71,142849468.0
576,Russian Federation,2011,RUS,0.0012,0.005392,163.0552,172.9413,0.557208,521.2964025,165.0109614,27.47237523,4.51746092,1054.8575,1699083.2,2045922727569.78,142960908.0
577,Russian Federation,2012,RUS,0.004211507,0.005251,163.4543,177.5339,0.502849,526.1110016,169.1630071,28.10120528,4.41357452,1069.2893,1675755.9,2208293528673.97,143201721.0
578,Russian Federation,2013,RUS,0.0108,0.004473,181.1511,172.5081,0.481527,529.9604388,161.8718579,8.705777227,4.391426101,1059.0855,1632679.7,2292470104248.18,143506995.0
579,Russian Federation,2014,RUS,0.16,0.096106,173.3945,180.7574,0.5544,534.8496316,158.7015422,10.7302169,4.952703316,1064.1965,1611960.7,2059241582146.11,143819667.0
580,Russian Federation,2015,RUS,0.3356,0.148037,167.993469,195.470211,0.4812,529.7546277,158.5516843,10.10210732,4.706362629,1067.543299,1592559.4,1363482179761.17,144096870.0
581,Russian Federation,2016,RUS,0.4683,0.1481205,184.611772,196.614384,0.446249,521.8093609,171.4500185,10.96844901,4.453570061,1090.970224,1571517.3,1276786344534.27,144342397.0
582,Russian Federation,2017,RUS,0.544,0.139,185.163,203.141,0.519528,516.2742027,174.0138122,6.946062043,4.443395078,1091.184,1594550.3,1574199355092.71,144496739.0
583,Russian Federation,2018,RUS,0.62446,0.23716,190.63756,204.58105,0.504656,523.7224637,176.6078616,7.948117024,4.334461635,1109.19779,1661000.0,1657328764645.93,144477859.0
584,Russian Federation,2019,RUS,0.98505,0.31481,194.37614,208.98567,0.538549,512.3289922,187.5464776,8.525889265,4.541651851,1118.14323,1703588.7,1693114993990.49,144406261.0
585,Russian Federation,2020,RUS,1.86214,1.13802,212.43827,215.91428,0.814779,465.8784642,174.9559633,7.442620417,4.974193113,1085.41873,1618271.0,1493075887459.81,144073139.0
586,Saudi Arabia,1990,SAU,0.0,0.0,0.0,0.0,0.0,40.72855221,0.0,39.15190352,0.0,79.88045574,171403.3,117630261604.888,16004763.0
587,Saudi Arabia,1991,SAU,0.0,0.0,0.0,0.0,0.0,42.75567662,0.0,42.24003604,0.0,84.99571265,187924.9,132223257865.578,16654276.0
588,Saudi Arabia,1992,SAU,0.0,0.0,0.0,0.0,0.0,43.89679641,0.0,49.57638088,0.0,93.4731773,202031.7,137087867284.342,17281350.0
589,Saudi Arabia,1993,SAU,0.0,0.0,0.0,0.0,0.0,47.87552003,0.0,54.79301561,0.0,102.6685356,203252.6,132967891655.205,17846461.0
590,Saudi Arabia,1994,SAU,0.0,0.0,0.0,0.0,0.0,50.47801856,0.0,55.5679353,0.0,106.0459539,206359.4,135174876355.656,18367528.0
591,Saudi Arabia,1995,SAU,0.0,0.0,0.0,0.0,0.0,49.8083629,0.0,60.11966246,0.0,109.9280254,204830.5,143343025756.299,18888857.0
592,Saudi Arabia,1996,SAU,0.0,0.0,0.0,0.0,0.0,49.51864403,0.0,62.64847827,0.0,112.1671223,217652.4,158662377388.989,19410280.0
593,Saudi Arabia,1997,SAU,0.0,0.0,0.0,0.0,0.0,52.91070987,0.0,66.19376107,0.0,119.1044709,220072.7,165963594803.636,19938377.0
594,Saudi Arabia,1998,SAU,0.0,0.0,0.0,0.0,0.0,53.60059744,0.0,72.56708123,0.0,126.1676787,233898.8,146775428759.278,20472580.0
595,Saudi Arabia,1999,SAU,0.0,0.0,0.0,0.0,0.0,54.90163325,0.0,76.09774287,0.0,130.9993761,239520.5,161717040000.0,21009660.0
596,Saudi Arabia,2000,SAU,0.0,0.0,0.0,0.0,0.0,63.838516,0.0,74.84496721,0.0,138.6834832,249654.8,189514910222.667,21547390.0
597,Saudi Arabia,2001,SAU,0.0,0.0,0.0,0.0,0.0,76.65486437,0.0,69.43834737,0.0,146.0932117,254084.2,184137517724.863,22085929.0
598,Saudi Arabia,2002,SAU,0.0,0.0,0.0,0.0,0.0,86.5067202,0.0,68.39923914,0.0,154.9059593,272251.2,189605920240.516,22623415.0
599,Saudi Arabia,2003,SAU,0.0,0.0,0.0,0.0,0.0,91.36294898,0.0,75.22464018,0.0,166.5875892,284828.3,215807655244.424,23150847.0
600,Saudi Arabia,2004,SAU,0.0,0.0,0.0,0.0,0.0,98.7389734,0.0,74.66568824,0.0,173.4046616,299889.4,258742263029.008,23661808.0
601,Saudi Arabia,2005,SAU,0.0,0.0,0.0,0.0,0.0,107.9318829,0.0,83.12307299,0.0,191.0549559,315293.2,328459700124.064,24397644.0
602,Saudi Arabia,2006,SAU,0.0,0.0,0.0,0.0,0.0,104.5481722,0.0,91.76326972,0.0,196.3114419,335434.3,376900135720.729,25382870.0
603,Saudi Arabia,2007,SAU,0.0,0.0,0.0,0.0,0.0,102.708817,0.0,101.7249257,0.0,204.4337427,354617.4,415964583059.205,26400068.0
604,Saudi Arabia,2008,SAU,0.000609,0.0,0.0,0.0,0.0,100.7084479,0.0,103.4915521,0.0,204.200609,389713.4,519796738631.128,27437353.0
605,Saudi Arabia,2009,SAU,0.000609,0.0,0.0,0.0,0.0,94.0879137,0.0,123.2180863,0.0,217.306609,406526.7,429097899279.013,28483797.0
606,Saudi Arabia,2010,SAU,0.004089,0.0,0.0,0.0,0.0,111.3777033,0.0,137.3917177,0.0,248.77351,446131.5,528207298529.872,29411929.0
607,Saudi Arabia,2011,SAU,0.005392,0.0,0.0,0.0,0.0,115.6039885,0.0,143.5432795,0.0,259.15266,463763.7,676634577273.045,30150945.0
608,Saudi Arabia,2012,SAU,0.025637,0.0,0.0,0.0,0.0,131.4905509,0.0,150.1110021,0.0,281.62719,492467.1,741849984943.256,30821543.0
609,Saudi Arabia,2013,SAU,0.042475,0.0,0.0,0.0,0.0,138.8040135,0.0,155.8815715,0.0,294.72806,503213.7,753864543430.248,31482498.0
610,Saudi Arabia,2014,SAU,0.045881,0.0,0.0,0.0,0.0,152.4839081,0.0,175.6726609,0.0,328.20245,540520.2,766605946720.427,32125564.0
611,Saudi Arabia,2015,SAU,0.045881,0.0,0.0,0.0,0.0,165.3328127,0.0,185.2619463,0.0,350.64064,565190.1,669484381328.891,32749848.0
612,Saudi Arabia,2016,SAU,0.045881,0.0,0.0,0.0,0.0,188.5615936,0.0,169.0521854,0.0,357.65966,561229.7,665999879694.192,33416270.0
613,Saudi Arabia,2017,SAU,0.065036,0.004818,0.0,0.0,0.0,222.7340601,0.0,172.1880459,0.0,394.99196,549749.9,714994694991.651,34193122.0
614,Saudi Arabia,2018,SAU,0.159488158,0.004818,0.0,0.0,0.0,226.6848198,0.0,147.9334841,0.0,374.78261,527565.7,846583785179.856,35018133.0
615,Saudi Arabia,2019,SAU,0.206736628,0.005694,0.0,0.0,0.0,223.5354754,0.0,154.7884164,0.0,378.5363224,526770.3,838564705624.643,35827362.0
616,Saudi Arabia,2020,SAU,0.20730303,0.005694,0.0,0.0,0.0,232.2707173,0.0,148.4102624,0.0,380.8939767,513555.8,734271183954.88,35997107.0
617,South Africa,1990,ZAF,0.0,0.0,1.01,8.449,0.0,0.0,155.926,0.0,1.841,167.226,247614.7,126048148261.474,39877570.0
618,South Africa,1991,ZAF,0.0,0.0,1.98,9.144,0.0,0.0,155.388,0.0,1.804,168.316,242286.0,135203698237.977,40910959.0
619,South Africa,1992,ZAF,0.0,0.0,0.752000015,9.288000285,0.0,0.0,156.7169997,0.0,1.333,168.09,238780.6,146956142398.778,41760755.0
620,South Africa,1993,ZAF,0.0,0.0,0.146000038,7.255000053,0.0,0.0,165.9599999,0.0,1.345,174.706,246445.9,147194766334.415,42525440.0
621,South Africa,1994,ZAF,0.0,0.0,1.07399991,9.696999854,0.0,0.0,169.4020002,0.0,1.517,181.69,252088.5,153512697970.738,43267982.0
622,South Africa,1995,ZAF,0.0,0.0,0.528999959,11.30099943,0.0,0.0,173.5510006,0.0,1.274,186.655,264251.5,171735933897.331,43986084.0
623,South Africa,1996,ZAF,0.0,0.0,1.318999863,11.77500009,0.06,0.0,184.7180001,0.0,2.22,200.092,274043.7,163234919052.67,44661603.0
624,South Africa,1997,ZAF,0.0,0.0,2.092000034,12.64699988,0.146,0.0,192.8690001,0.0,2.608,210.362,288584.8,168978069551.36,45285048.0
625,South Africa,1998,ZAF,0.0,0.0,1.595000029,13.60099945,0.231,0.0,187.5270005,0.0,2.42,205.374,296196.9,152982979945.103,45852166.0
626,South Africa,1999,ZAF,0.0,0.0,0.725999916,12.83699988,0.197,0.0,186.6620002,0.0,2.59,203.012,278270.9,151516952945.154,46364681.0
627,South Africa,2000,ZAF,0.0093,0.0,1.100999866,13.01000009,0.4775,0.0,193.2392,0.0,2.833,210.67,284463.3,151752749926.331,46813266.0
628,South Africa,2001,ZAF,0.0108,0.0,1.720999972,10.71899964,0.4231,0.0,195.2991004,0.0,1.927,210.1,320393.3,135429908544.338,47229714.0
629,South Africa,2002,ZAF,0.0124,0.0,2.08400003,11.99099944,0.4603,0.0,204.0163005,0.0,2.011,220.575,331272.0,129087560694.625,47661514.0
630,South Africa,2003,ZAF,0.0139,0.006,0.827412096,12.66299922,0.4084,0.001109722,217.328179,0.0,2.981,234.229,353033.5,197018960967.972,48104048.0
631,South Africa,2004,ZAF,0.0155,0.012,0.949939032,13.36512271,0.3819,0.003326,226.2022123,0.0,3.675,244.605,379939.8,255806928394.811,48556071.0
632,South Africa,2005,ZAF,0.017,0.012,1.331940189,11.29265416,0.4253,0.085938996,228.8901667,0.0,2.867,244.922,377642.7,288867202055.144,49017147.0
633,South Africa,2006,ZAF,0.0186,0.012,2.89761981,10.02599942,0.4055,0.01953639,237.4717444,0.0,2.947,253.798,379736.0,303858667884.835,49491756.0
634,South Africa,2007,ZAF,0.0201,0.012,2.86561981,11.31699987,0.4305,0.085938996,244.6158413,1.153,2.979,263.479,397161.9,333077117253.684,49996094.0
635,South Africa,2008,ZAF,0.0217,0.021,1.259619852,13.00399966,0.4561,0.085938996,240.5276415,0.143,2.772,258.291,427111.7,316131245860.682,50565812.0
636,South Africa,2009,ZAF,0.0233,0.03,1.451619907,12.80599944,0.4491,0.0067875,231.9991932,0.049,2.742,249.557,404354.0,329754054488.855,51170779.0
637,South Africa,2010,ZAF,0.0276,0.034,1.142899811,13.52699988,0.3963,0.809299933,240.5139004,0.197,2.953,259.601,425548.4,417363825016.286,51784921.0
638,South Africa,2011,ZAF,0.0803,0.037,3.063824203,12.902,0.412,0.877942037,241.4939338,0.709,2.962,262.538,409480.3,458199486480.576,52443325.0
639,South Africa,2012,ZAF,0.086,0.037,1.018509832,12.96743391,0.4226,1.761971991,236.7154843,1.904,3.006,257.919,427001.7,434400545085.811,53145033.0
640,South Africa,2013,ZAF,0.243,0.037,1.103915809,14.10599837,0.4777,2.978955914,230.6884299,3.621,2.881,256.137,437261.7,400886013595.573,53873616.0
641,South Africa,2014,ZAF,1.074961,1.066,1.795059972,13.79399967,0.364211,3.1,226.7547684,3.709,3.106999961,254.765,448298.1,381198869776.106,54729551.0
